Stock quote and option quote for SPY on 11/8/23 00:30:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
436.93,P,+1.24,436.49, ,436.54, ,"91 x 5,000","64,256,114",435.69,437.585,434.51

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.45%,80.32,1.583,Q,9/15/23,459.44,373.61,"856,432,000",1

Theo parameters
Theo date,Theo stock price,Theo volatility
11/6/23, 0.00$, 0.00%

7 NOV 23  (0)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,16.42,3.970,3.62,X,4.32,W,28 JUN 24,490,52.10,B,54.18,B,<empty>,53.140,,
,,14.46,3.065,2.76,X,3.37,X,28 JUN 24,495,57.09,B,59.20,B,<empty>,58.145,,
,,12.71,2.345,2.21,X,2.48,X,28 JUN 24,500,62.07,B,64.22,B,<empty>,63.145,,
,,11.22,1.800,1.69,N,1.91,N,28 JUN 24,505,67.05,B,69.23,B,<empty>,68.140,,
,,9.92,1.380,1.29,H,1.47,D,28 JUN 24,510,72.04,B,74.25,B,<empty>,73.145,,
,,8.83,1.070,.98,X,1.16,X,28 JUN 24,515,77.02,B,79.27,B,<empty>,78.145,,
,,7.90,.835,.75,H,.92,H,28 JUN 24,520,82.00,B,84.28,B,<empty>,83.140,,
,,7.09,.655,.57,W,.74,Z,28 JUN 24,525,86.98,B,89.30,B,<empty>,88.140,,
,,6.46,.530,.50,X,.56,X,28 JUN 24,530,91.96,B,94.32,B,<empty>,93.140,,
,,5.90,.430,.35,Z,.51,Z,28 JUN 24,535,96.94,B,99.34,B,<empty>,98.140,,
,,5.43,.355,.27,W,.44,X,28 JUN 24,540,101.92,B,104.36,B,<empty>,103.140,,
,,5.02,.295,.21,X,.38,X,28 JUN 24,545,106.90,B,109.38,B,<empty>,108.140,,
,,4.46,.225,.17,N,.28,Q,28 JUN 24,550,111.87,B,114.40,B,<empty>,113.135,,
,,4.05,.180,.13,X,.23,Q,28 JUN 24,555,116.85,B,119.42,B,<empty>,118.135,,
,,3.75,.150,.10,W,.20,Q,28 JUN 24,560,121.83,B,124.44,B,<empty>,123.135,,
,,3.53,.130,.08,Z,.18,X,28 JUN 24,565,126.81,B,129.47,B,<empty>,128.140,,
,,3.55,.130,.06,Z,.20,W,28 JUN 24,570,131.83,B,134.49,B,<empty>,133.160,,
,,3.31,.110,.04,Z,.18,W,28 JUN 24,575,136.76,B,139.51,B,<empty>,138.135,,
,,3.04,.090,.02,W,.16,Z,28 JUN 24,580,141.74,B,144.53,B,<empty>,143.135,,
,,2.89,.080,.01,N,.15,N,28 JUN 24,585,146.71,B,149.56,B,<empty>,148.135,,

20 SEP 24  (318)  100
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,298.59,289.775,287.84,B,291.71,M,20 SEP 24,150,.37,X,.42,N,3.32,.395,,
,,294.11,285.035,283.10,B,286.97,M,20 SEP 24,155,.40,X,.47,N,3.51,.435,,
,,289.61,280.295,278.36,B,282.23,M,20 SEP 24,160,.43,N,.50,N,3.63,.465,,
,,285.11,275.555,273.62,B,277.49,M,20 SEP 24,165,.45,X,.53,N,3.72,.490,,
,,280.60,270.815,268.88,B,272.75,M,20 SEP 24,170,.48,X,.56,N,3.83,.520,,
,,276.10,266.080,264.14,M,268.02,M,20 SEP 24,175,.51,X,.59,N,3.94,.550,,
,,271.63,261.355,259.43,B,263.28,M,20 SEP 24,180,.55,X,.62,N,4.07,.585,,
,,267.13,256.625,254.70,B,258.55,M,20 SEP 24,185,.58,X,.66,N,4.19,.620,,
,,262.63,251.895,249.97,B,253.82,M,20 SEP 24,190,.62,X,.70,N,4.32,.660,,
,,258.12,247.165,245.24,B,249.09,M,20 SEP 24,195,.65,X,.74,N,4.42,.695,,
,,253.63,242.440,240.51,B,244.37,M,20 SEP 24,200,.71,E,.78,N,4.58,.745,,
,,249.13,237.715,235.79,B,239.64,M,20 SEP 24,205,.74,X,.82,N,4.68,.780,,
,,244.64,232.995,231.07,B,234.92,M,20 SEP 24,210,.78,X,.87,N,4.81,.825,,
,,240.15,228.275,226.35,B,230.20,M,20 SEP 24,215,.83,X,.92,X,4.94,.875,,
,,235.67,223.560,221.63,B,225.49,M,20 SEP 24,220,.88,X,.97,N,5.08,.925,,
,,231.26,218.875,216.98,B,220.77,M,20 SEP 24,225,.93,X,1.02,X,5.20,.975,,
,,226.77,214.160,212.27,B,216.05,B,20 SEP 24,230,.99,X,1.08,N,5.35,1.035,,
,,222.25,209.435,207.56,B,211.31,B,20 SEP 24,235,1.05,X,1.14,N,5.50,1.095,,
,,217.76,204.720,202.86,B,206.58,B,20 SEP 24,240,1.11,X,1.21,N,5.65,1.160,,
,,213.27,200.010,198.17,B,201.85,B,20 SEP 24,245,1.18,X,1.28,N,5.81,1.230,,
,,208.77,195.300,193.48,B,197.12,B,20 SEP 24,250,1.27,X,1.33,X,5.96,1.300,,
,,204.32,190.610,188.82,B,192.40,B,20 SEP 24,255,1.32,X,1.44,X,6.14,1.380,,
,,199.86,185.920,184.16,B,187.68,B,20 SEP 24,260,1.40,X,1.52,N,6.30,1.460,,
,,195.43,181.240,179.51,B,182.97,B,20 SEP 24,265,1.49,X,1.62,N,6.49,1.555,,
,,191.00,176.570,174.87,B,178.27,B,20 SEP 24,270,1.58,W,1.72,N,6.68,1.650,,
,,186.57,171.900,170.23,B,173.57,B,20 SEP 24,275,1.69,X,1.82,N,6.88,1.755,,
,,182.15,167.240,165.60,B,168.88,B,20 SEP 24,280,1.80,W,1.94,N,7.10,1.870,,
,,177.76,162.595,160.98,B,164.21,B,20 SEP 24,285,1.92,W,2.06,N,7.31,1.990,,
,,173.34,157.945,156.36,B,159.53,B,20 SEP 24,290,2.10,E,2.20,N,7.61,2.150,,
,,168.96,153.315,151.76,B,154.87,B,20 SEP 24,295,2.19,X,2.35,N,7.80,2.270,,
,,164.59,148.700,147.17,B,150.23,B,20 SEP 24,300,2.41,N,2.48,X,8.11,2.445,,
,,160.22,144.090,142.59,B,145.59,B,20 SEP 24,305,2.52,W,2.68,N,8.35,2.600,,
,,155.88,139.500,138.03,B,140.97,B,20 SEP 24,310,2.70,H,2.87,N,8.64,2.785,,
,,151.55,134.920,133.48,B,136.36,B,20 SEP 24,315,2.96,N,3.04,X,8.98,3.000,,
,,147.24,130.360,128.95,B,131.77,B,20 SEP 24,320,3.18,N,3.26,X,9.31,3.220,,
,,142.93,125.815,124.43,B,127.20,B,20 SEP 24,325,3.35,W,3.55,N,9.64,3.450,,
,,138.66,121.295,119.94,B,122.65,B,20 SEP 24,330,3.65,N,3.82,N,10.06,3.735,,
,,134.41,116.795,115.47,B,118.12,B,20 SEP 24,335,3.89,W,4.11,N,10.42,4.000,,
,,130.17,112.320,111.02,B,113.62,B,20 SEP 24,340,4.25,E,4.44,X,10.91,4.345,,
,,125.96,107.875,106.61,B,109.14,B,20 SEP 24,345,4.53,H,4.79,X,11.30,4.660,,
,,121.79,103.460,102.22,B,104.70,B,20 SEP 24,350,4.98,X,5.07,X,11.77,5.025,,
,,117.62,99.070,97.86,B,100.28,B,20 SEP 24,355,5.30,Z,5.59,X,12.30,5.445,,
,,113.50,94.725,93.54,B,95.91,B,20 SEP 24,360,5.73,I,6.03,X,12.82,5.880,,
,,109.42,90.420,89.27,B,91.57,B,20 SEP 24,365,6.18,X,6.55,X,13.40,6.365,,
,,105.35,86.150,85.03,B,87.27,B,20 SEP 24,370,6.75,X,7.09,X,14.05,6.920,,
,,101.33,81.935,80.84,B,83.03,B,20 SEP 24,375,7.33,X,7.67,X,14.70,7.500,,
,,97.35,77.765,76.70,B,78.83,B,20 SEP 24,380,7.96,X,8.31,X,15.40,8.135,,
,,93.39,73.645,72.61,B,74.68,B,20 SEP 24,385,8.65,X,9.02,X,16.15,8.835,,
,,89.47,69.580,68.57,B,70.59,B,20 SEP 24,390,9.41,X,9.79,X,16.95,9.600,,
,,85.59,65.580,64.60,B,66.56,B,20 SEP 24,395,10.23,N,10.62,X,17.80,10.425,,
,,81.74,61.635,60.68,B,62.59,B,20 SEP 24,400,11.12,X,11.54,X,18.70,11.330,,
,,77.94,57.760,56.83,B,58.69,B,20 SEP 24,405,12.08,X,12.52,X,19.64,12.300,,
,,74.18,53.960,53.06,B,54.86,B,20 SEP 24,410,13.15,X,13.60,W,20.66,13.375,,
,,70.45,50.230,49.36,B,51.10,B,20 SEP 24,415,14.30,X,14.75,W,21.73,14.525,,
,,66.75,46.570,45.72,B,47.42,B,20 SEP 24,420,15.54,X,16.01,D,22.86,15.775,,
,,63.10,42.995,42.17,B,43.82,B,20 SEP 24,425,16.89,X,17.36,X,24.05,17.125,,
,,59.49,39.510,38.71,B,40.31,B,20 SEP 24,430,18.33,X,18.82,X,25.29,18.575,,
,,55.91,36.115,35.34,B,36.89,B,20 SEP 24,435,19.87,X,20.40,P,26.60,20.135,,
,,52.37,32.815,32.06,B,33.57,B,20 SEP 24,440,21.59,X,22.13,X,28.03,21.860,,
,,48.89,29.630,29.33,X,29.93,X,20 SEP 24,445,23.46,X,24.01,T,29.56,23.735,,
,,45.43,26.540,26.24,X,26.84,D,20 SEP 24,450,25.50,X,26.21,X,31.30,25.855,,
,,42.09,23.625,23.34,X,23.91,X,20 SEP 24,455,27.74,X,28.52,X,33.12,28.130,,
,,38.81,20.845,20.59,X,21.10,X,20 SEP 24,460,30.45,N,31.16,X,35.34,30.805,,
,,35.60,18.205,17.94,X,18.47,X,20 SEP 24,465,32.36,X,34.92,B,37.62,33.640,,
,,32.55,15.775,15.51,X,16.04,W,20 SEP 24,470,35.48,X,38.14,B,40.19,36.810,,
,,29.67,13.570,13.35,X,13.79,X,20 SEP 24,475,38.97,X,41.67,B,43.03,40.320,,
,,26.91,11.545,11.31,X,11.78,N,20 SEP 24,480,42.86,X,45.50,B,46.12,44.180,,
,,24.20,9.665,9.38,X,9.95,N,20 SEP 24,485,47.17,X,49.63,B,<empty>,48.400,,
,,21.75,8.055,7.78,X,8.33,N,20 SEP 24,490,52.06,B,54.23,B,<empty>,53.145,,
,,19.54,6.680,6.47,X,6.89,X,20 SEP 24,495,57.05,B,59.24,B,<empty>,58.145,,
,,17.48,5.490,5.31,X,5.67,X,20 SEP 24,500,62.02,B,64.26,B,<empty>,63.140,,
,,15.56,4.455,4.21,X,4.70,N,20 SEP 24,505,67.00,B,69.29,B,<empty>,68.145,,
,,13.94,3.645,3.49,X,3.80,X,20 SEP 24,510,71.97,B,74.31,B,<empty>,73.140,,
,,12.43,2.950,2.79,X,3.11,X,20 SEP 24,515,76.95,B,79.33,B,<empty>,78.140,,
,,10.95,2.330,2.20,X,2.46,H,20 SEP 24,520,81.93,B,84.36,B,<empty>,83.145,,
,,9.71,1.855,1.74,H,1.97,H,20 SEP 24,525,86.90,B,89.38,B,<empty>,88.140,,
,,8.70,1.505,1.41,H,1.60,H,20 SEP 24,530,91.87,B,94.41,B,<empty>,93.140,,
,,7.80,1.220,1.13,X,1.31,N,20 SEP 24,535,96.85,B,99.43,B,<empty>,98.140,,
,,7.05,1.000,.91,W,1.09,W,20 SEP 24,540,101.82,B,104.46,B,<empty>,103.140,,
,,6.41,.830,.74,W,.92,X,20 SEP 24,545,106.80,B,109.48,B,<empty>,108.140,,
,,5.81,.685,.66,X,.71,X,20 SEP 24,550,111.77,B,114.51,B,<empty>,113.140,,
,,5.27,.565,.49,W,.64,N,20 SEP 24,555,116.74,B,119.54,B,<empty>,118.140,,
,,4.94,.495,.45,H,.54,X,20 SEP 24,560,121.71,B,124.57,B,<empty>,123.140,,
,,4.40,.395,.33,W,.46,N,20 SEP 24,565,126.69,B,129.59,B,<empty>,128.140,,
,,4.03,.330,.27,W,.39,N,20 SEP 24,570,131.66,B,134.62,B,<empty>,133.140,,
,,3.94,.315,.28,D,.35,N,20 SEP 24,575,136.63,B,139.65,B,<empty>,138.140,,
,,3.75,.285,.26,Z,.31,N,20 SEP 24,580,141.60,B,144.68,B,<empty>,143.140,,
,,3.26,.215,.16,Z,.27,N,20 SEP 24,585,146.57,B,149.71,B,<empty>,148.140,,
,,3.02,.185,.13,N,.24,N,20 SEP 24,590,151.54,B,154.64,B,<empty>,153.090,,
,,3.03,.185,.15,H,.22,N,20 SEP 24,595,156.51,B,159.76,B,<empty>,158.135,,
,,2.91,.170,.14,D,.20,N,20 SEP 24,600,161.48,B,164.79,B,<empty>,163.135,,
,,2.49,.125,.07,W,.18,N,20 SEP 24,605,166.45,B,169.63,B,<empty>,168.040,,
,,2.34,.110,.05,X,.17,N,20 SEP 24,610,171.42,B,174.85,B,<empty>,173.135,,
,,2.24,.100,.04,W,.16,B,20 SEP 24,615,176.39,B,179.88,B,<empty>,178.135,,
,,2.13,.090,.03,W,.15,B,20 SEP 24,620,181.36,B,184.92,B,<empty>,183.140,,
,,2.01,.080,.02,W,.14,N,20 SEP 24,625,186.32,B,189.69,B,<empty>,188.005,,
,,1.88,.070,.01,W,.13,B,20 SEP 24,630,191.30,B,194.98,B,<empty>,193.140,,
,,1.74,.060,0,J,.12,B,20 SEP 24,635,196.27,B,200.01,B,<empty>,198.140,,
,,1.75,.060,0,J,.12,B,20 SEP 24,640,201.24,B,205.04,B,<empty>,203.140,,
,,1.67,.055,0,E,.11,B,20 SEP 24,645,206.18,B,209.70,B,<empty>,207.940,,
,,1.76,.060,.01,N,.11,B,20 SEP 24,650,211.17,B,215.10,B,<empty>,213.135,,
,,1.61,.050,0,E,.10,B,20 SEP 24,655,216.14,B,220.13,B,<empty>,218.135,,
,,1.61,.050,0,J,.10,B,20 SEP 24,660,221.11,B,225.16,B,<empty>,223.135,,
,,1.53,.045,0,J,.09,N,20 SEP 24,665,226.08,B,230.20,B,<empty>,228.140,,
,,1.53,.045,0,J,.09,B,20 SEP 24,670,231.10,B,235.23,B,<empty>,233.165,,
,,1.54,.045,0,E,.09,B,20 SEP 24,675,236.10,B,240.26,B,<empty>,238.180,,
,,1.54,.045,0,M,.09,B,20 SEP 24,680,241.00,B,245.29,B,<empty>,243.145,,
,,1.46,.040,0,M,.08,N,20 SEP 24,685,245.95,B,250.32,B,<empty>,248.135,,
,,1.46,.040,0,M,.08,N,20 SEP 24,690,250.92,B,255.36,B,<empty>,253.140,,
,,1.47,.040,0,M,.08,N,20 SEP 24,695,255.88,B,260.39,B,<empty>,258.135,,
,,1.46,.040,0,M,.08,B,20 SEP 24,700,260.85,B,265.42,B,<empty>,263.135,,

30 SEP 24  (328)  100 (Quarterlys)
,,Theo Price,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Theo Price,Mark,,
,,164.04,148.695,146.97,B,150.42,B,30 SEP 24,300,2.50,N,2.59,X,8.14,2.545,,
,,159.69,144.095,142.40,B,145.79,B,30 SEP 24,305,2.60,X,2.84,W,8.42,2.720,,
,,155.35,139.505,137.84,B,141.17,B,30 SEP 24,310,2.79,X,3.04,W,8.72,2.915,,
,,151.04,134.935,133.30,B,136.57,B,30 SEP 24,315,3.00,N,3.25,X,9.04,3.125,,
,,146.74,130.380,128.78,B,131.98,B,30 SEP 24,320,3.29,N,3.48,W,9.45,3.385,,
,,142.47,125.850,124.28,B,127.42,B,30 SEP 24,325,3.50,Q,3.74,W,9.78,3.620,,
,,138.20,121.335,119.80,B,122.87,B,30 SEP 24,330,3.73,N,4.01,W,10.11,3.870,,
,,133.98,116.850,115.35,W,118.35,B,30 SEP 24,335,4.01,X,4.31,W,10.51,4.160,,
,,129.77,112.385,110.91,W,113.86,B,30 SEP 24,340,4.39,E,4.64,W,11.00,4.515,,
,,125.58,107.950,106.51,C,109.39,B,30 SEP 24,345,4.68,W,5.00,W,11.41,4.840,,
,,121.42,103.545,102.14,W,104.95,B,30 SEP 24,350,5.16,X,5.28,X,11.89,5.220,,
,,117.29,99.175,97.80,W,100.55,B,30 SEP 24,355,5.15,W,6.04,X,12.33,5.595,,
,,113.19,94.840,93.50,W,96.18,B,30 SEP 24,360,5.66,E,6.50,X,12.94,6.080,,
,,109.12,90.545,89.24,W,91.85,B,30 SEP 24,365,6.25,Q,7.00,X,13.60,6.625,,
,,105.09,86.295,85.02,W,87.57,B,30 SEP 24,370,6.85,X,7.56,X,14.29,7.205,,
,,101.09,82.085,80.84,C,83.33,B,30 SEP 24,375,7.43,X,8.17,X,14.95,7.800,,
,,97.12,77.930,76.72,W,79.14,B,30 SEP 24,380,7.88,W,8.83,X,15.51,8.355,,
,,93.20,73.830,72.65,W,75.01,B,30 SEP 24,385,8.74,D,9.56,I,16.40,9.150,,
,,91.63,72.200,71.03,W,73.37,B,30 SEP 24,387,8.87,W,9.87,X,16.60,9.370,,
,,90.85,71.390,70.23,W,72.55,B,30 SEP 24,388,9.02,W,10.02,X,16.75,9.520,,
,,90.08,70.585,69.43,W,71.74,B,30 SEP 24,389,9.18,W,10.18,X,16.92,9.680,,
,,89.31,69.780,68.63,W,70.93,B,30 SEP 24,390,9.34,W,10.35,X,17.09,9.845,,
,,88.53,68.975,67.83,W,70.12,B,30 SEP 24,391,9.50,W,10.51,X,17.25,10.005,,
,,87.76,68.175,67.04,W,69.31,B,30 SEP 24,392,9.66,W,10.68,X,17.42,10.170,,
,,86.98,67.380,66.25,W,68.51,B,30 SEP 24,393,9.82,W,10.85,X,17.59,10.335,,
,,86.21,66.585,65.46,W,67.71,B,30 SEP 24,394,9.99,W,11.03,X,17.77,10.510,,
,,85.44,65.790,64.67,C,66.91,B,30 SEP 24,395,10.16,W,11.21,X,17.95,10.685,,
,,84.68,65.000,63.89,W,66.11,B,30 SEP 24,396,10.33,W,11.39,X,18.12,10.860,,
,,83.92,64.215,63.11,W,65.32,B,30 SEP 24,397,10.51,W,11.57,X,18.30,11.040,,
,,83.15,63.430,62.33,W,64.53,B,30 SEP 24,398,10.69,W,11.76,X,18.49,11.225,,
,,82.39,62.645,61.55,C,63.74,B,30 SEP 24,399,10.87,W,11.95,X,18.67,11.410,,
,,81.63,61.865,60.78,W,62.95,B,30 SEP 24,400,11.05,C,12.14,X,18.85,11.595,,
,,80.87,61.090,60.01,W,62.17,B,30 SEP 24,401,11.24,C,12.34,X,19.05,11.790,,
,,80.11,60.315,59.24,W,61.39,B,30 SEP 24,402,11.43,C,12.54,X,19.24,11.985,,
,,79.35,59.540,58.47,C,60.61,B,30 SEP 24,403,11.63,W,12.74,X,19.43,12.185,,
,,78.60,58.775,57.71,W,59.84,B,30 SEP 24,404,11.82,C,12.94,I,19.62,12.380,,
,,77.85,58.005,56.95,W,59.06,B,30 SEP 24,405,12.02,W,13.16,X,19.82,12.590,,
,,77.09,57.240,56.19,W,58.29,B,30 SEP 24,406,12.22,W,13.37,X,20.02,12.795,,
,,76.35,56.485,55.44,W,57.53,B,30 SEP 24,407,12.43,W,13.58,I,20.22,13.005,,
,,75.59,55.720,54.68,C,56.76,B,30 SEP 24,408,12.64,W,13.80,I,20.42,13.220,,
,,74.85,54.965,53.93,W,56.00,B,30 SEP 24,409,12.85,W,14.03,X,20.63,13.440,,
,,74.10,54.215,53.19,W,55.24,B,30 SEP 24,410,13.07,W,14.25,I,20.84,13.660,,
,,73.36,53.465,52.44,C,54.49,B,30 SEP 24,411,13.28,W,14.49,X,21.05,13.885,,
,,72.62,52.720,51.70,C,53.74,B,30 SEP 24,412,13.51,W,14.72,X,21.27,14.115,,
,,71.88,51.980,50.97,W,52.99,B,30 SEP 24,413,13.73,W,14.96,X,21.48,14.345,,
,,71.14,51.235,50.23,C,52.24,B,30 SEP 24,414,13.96,W,15.20,X,21.69,14.580,,
,,70.40,50.500,49.50,W,51.50,B,30 SEP 24,415,14.19,W,15.45,X,21.91,14.820,,
,,69.66,49.765,48.77,W,50.76,B,30 SEP 24,416,14.43,W,15.70,X,22.14,15.065,,
,,68.93,49.035,48.05,W,50.02,B,30 SEP 24,417,14.67,W,15.95,X,22.36,15.310,,
,,68.19,48.305,47.32,C,49.29,B,30 SEP 24,418,14.91,W,16.21,X,22.59,15.560,,
,,67.46,47.580,46.60,C,48.56,B,30 SEP 24,419,15.16,W,16.47,I,22.82,15.815,,
,,66.73,46.860,45.89,W,47.83,B,30 SEP 24,420,15.41,W,16.74,X,23.05,16.075,,
,,66.00,46.140,45.17,B,47.11,B,30 SEP 24,421,15.67,W,17.01,X,23.29,16.340,,
,,65.28,45.425,44.46,B,46.39,X,30 SEP 24,422,15.93,W,17.29,X,23.53,16.610,,
,,64.56,44.715,43.76,W,45.67,X,30 SEP 24,423,16.19,W,17.57,X,23.77,16.880,,
,,63.83,44.005,43.05,B,44.96,B,30 SEP 24,424,16.45,C,17.86,X,24.01,17.155,,
,,63.11,43.300,42.35,C,44.25,B,30 SEP 24,425,16.73,W,18.15,X,24.27,17.440,,
,,62.39,42.600,41.66,W,43.54,X,30 SEP 24,426,17.00,W,18.44,X,24.51,17.720,,
,,61.68,41.905,40.97,W,42.84,B,30 SEP 24,427,17.28,W,18.74,X,24.76,18.010,,
,,60.96,41.210,40.28,W,42.14,B,30 SEP 24,428,17.56,C,19.05,X,25.02,18.305,,
,,60.23,40.515,39.59,W,41.44,X,30 SEP 24,429,17.85,W,19.35,I,25.27,18.600,,
,,59.52,39.830,38.91,W,40.75,B,30 SEP 24,430,18.14,C,19.59,Q,25.48,18.865,,
,,58.81,39.145,38.23,W,40.06,B,30 SEP 24,431,18.44,W,19.99,X,25.80,19.215,,
,,58.09,38.460,37.55,W,39.37,X,30 SEP 24,432,18.74,W,20.32,X,26.07,19.530,,
,,57.38,37.785,36.88,W,38.69,X,30 SEP 24,433,19.05,W,20.65,X,26.35,19.850,,
,,56.66,37.105,36.21,C,38.00,Z,30 SEP 24,434,19.36,W,20.98,I,26.62,20.170,,
,,55.97,36.445,35.55,W,37.34,B,30 SEP 24,435,19.82,X,21.33,X,27.00,20.575,,
,,55.26,35.780,34.89,W,36.67,B,30 SEP 24,436,19.99,W,21.68,X,27.18,20.835,,
,,54.55,35.115,34.23,C,36.00,X,30 SEP 24,437,20.32,W,22.03,X,27.46,21.175,,
,,53.85,34.460,33.58,C,35.34,B,30 SEP 24,438,20.65,W,22.39,I,27.75,21.520,,
,,53.15,33.805,32.93,C,34.68,X,30 SEP 24,439,20.99,W,22.76,I,28.05,21.875,,
,,52.44,33.155,32.29,W,34.02,I,30 SEP 24,440,21.33,W,23.14,X,28.35,22.235,,
,,51.75,32.510,31.65,W,33.37,I,30 SEP 24,441,21.68,W,23.52,X,28.65,22.600,,
,,51.06,31.875,31.02,W,32.73,X,30 SEP 24,442,22.04,W,23.91,X,28.97,22.975,,
,,50.37,31.235,30.38,C,32.09,B,30 SEP 24,443,22.39,C,24.30,I,29.27,23.345,,
,,49.68,30.605,29.76,W,31.45,X,30 SEP 24,444,22.76,C,24.71,X,29.59,23.735,,
,,48.99,29.980,29.14,W,30.82,B,30 SEP 24,445,23.14,W,25.11,I,29.91,24.125,,
,,48.30,29.355,28.52,W,30.19,X,30 SEP 24,446,23.52,W,25.53,I,30.24,24.525,,
,,47.62,28.740,27.91,W,29.57,B,30 SEP 24,447,23.90,C,25.96,I,30.57,24.930,,
,,46.93,28.125,27.30,W,28.95,X,30 SEP 24,448,24.30,W,26.39,I,30.91,25.345,,
,,46.26,27.520,26.70,W,28.34,B,30 SEP 24,449,24.71,W,26.83,I,31.25,25.770,,
,,45.58,26.915,26.10,W,27.73,B,30 SEP 24,450,25.12,W,27.29,X,31.61,26.205,,
,,44.90,26.315,25.51,W,27.12,I,30 SEP 24,451,25.53,W,27.75,X,31.96,26.640,,
,,44.23,25.725,24.92,W,26.53,B,30 SEP 24,452,25.96,W,28.21,I,32.32,27.085,,
,,43.56,25.135,24.34,W,25.93,X,30 SEP 24,453,26.40,W,28.69,I,32.70,27.545,,
,,42.89,24.555,23.76,W,25.35,X,30 SEP 24,454,26.85,W,29.18,I,33.08,28.015,,
,,42.22,23.975,23.19,W,24.76,I,30 SEP 24,455,27.30,W,29.68,X,33.46,28.490,,
,,41.57,23.410,22.63,W,24.19,X,30 SEP 24,456,27.77,W,30.18,I,33.85,28.975,,
,,40.91,22.845,22.07,W,23.62,X,30 SEP 24,457,28.25,W,30.70,X,34.26,29.475,,
,,40.25,22.285,21.52,W,23.05,X,30 SEP 24,458,28.73,W,31.23,X,34.66,29.980,,
,,39.60,21.735,20.97,W,22.50,X,30 SEP 24,459,29.23,W,31.76,I,35.08,30.495,,
,,38.95,21.185,20.43,W,21.94,I,30 SEP 24,460,29.74,W,32.31,X,35.51,31.025,,
,,38.31,20.650,19.90,W,21.40,X,30 SEP 24,461,30.26,W,32.87,X,35.94,31.565,,
,,37.67,20.115,19.37,W,20.86,X,30 SEP 24,462,30.79,W,33.44,I,36.39,32.115,,
,,37.03,19.590,18.85,W,20.33,X,30 SEP 24,463,31.34,W,34.02,X,36.85,32.680,,
,,36.40,19.070,18.34,W,19.80,X,30 SEP 24,464,31.90,W,34.61,X,37.31,33.255,,
,,35.77,18.555,17.83,W,19.28,X,30 SEP 24,465,32.47,W,35.21,B,37.78,33.840,,
,,35.15,18.050,17.33,W,18.77,X,30 SEP 24,466,33.06,W,35.83,B,38.28,34.445,,
,,34.54,17.555,16.84,W,18.27,X,30 SEP 24,467,33.66,W,36.45,B,38.77,35.055,,
,,33.92,17.060,16.35,C,17.77,X,30 SEP 24,468,34.28,W,37.09,B,39.29,35.685,,
,,33.32,16.580,15.88,W,17.28,X,30 SEP 24,469,34.90,W,37.74,B,39.80,36.320,,
,,32.71,16.105,15.41,W,16.80,X,30 SEP 24,470,35.55,W,38.40,B,40.33,36.975,,
,,32.12,15.640,14.95,W,16.33,X,30 SEP 24,471,36.21,W,39.08,B,40.88,37.645,,
,,31.52,15.175,14.49,W,15.86,X,30 SEP 24,472,36.89,W,39.76,B,41.43,38.325,,
,,30.94,14.725,14.05,W,15.40,X,30 SEP 24,473,37.58,W,40.46,B,42.00,39.020,,
,,29.78,13.845,13.18,W,14.51,X,30 SEP 24,475,39.01,W,41.89,B,43.16,40.450,,
,,27.17,11.905,11.38,X,12.43,I,30 SEP 24,480,42.86,W,45.68,B,46.23,44.270,,
,,24.40,9.960,9.35,W,10.57,X,30 SEP 24,485,47.10,W,49.75,B,<empty>,48.425,,
,,21.95,8.330,7.75,W,8.91,X,30 SEP 24,490,51.97,B,54.23,B,<empty>,53.100,,
,,19.70,6.910,6.35,W,7.47,X,30 SEP 24,495,56.96,B,59.24,B,<empty>,58.100,,
,,17.87,5.820,5.41,X,6.23,X,30 SEP 24,500,61.93,B,64.26,B,<empty>,63.095,,
,,15.89,4.730,4.28,Q,5.18,X,30 SEP 24,505,66.90,B,69.29,B,<empty>,68.095,,
,,14.36,3.940,3.59,X,4.29,X,30 SEP 24,510,71.88,B,74.31,B,<empty>,73.095,,
,,12.26,2.965,2.59,W,3.34,Q,30 SEP 24,515,76.85,B,79.34,B,<empty>,78.095,,
,,11.09,2.460,2.31,X,2.61,N,30 SEP 24,520,81.82,B,84.36,B,<empty>,83.090,,
,,9.92,1.995,1.86,X,2.13,X,30 SEP 24,525,86.79,B,89.39,B,<empty>,88.090,,
,,8.87,1.615,1.50,X,1.73,N,30 SEP 24,530,91.76,B,94.42,B,<empty>,93.090,,
,,7.97,1.320,1.22,N,1.42,Z,30 SEP 24,535,96.73,B,99.45,B,<empty>,98.090,,
,,7.20,1.085,.98,N,1.19,X,30 SEP 24,540,101.70,B,104.47,B,<empty>,103.085,,
,,6.52,.895,.79,N,1.00,X,30 SEP 24,545,106.66,B,109.50,B,<empty>,108.080,,
